run_number,kind,target,repeat,glyph_count,smart_base_count,elapsed_seconds,status,font_size,log_file
336,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,9,2.896,ok,290624,logs/336_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus.001__sm_r1.log
337,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,9,2.964,ok,290624,logs/337_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus__smart._r1.log
338,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,9,2.907,ok,290624,logs/338_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus__smart._r1.log
339,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,9,2.929,ok,290624,logs/339_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus__smart._r1.log
340,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.tripleIntegral,1,1685,9,2.899,ok,290624,logs/340_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus__smart._r1.log
341,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,9,2.879,ok,290624,logs/341_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus__smart._r1.log
342,backward,math___smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,8,2.904,ok,290624,logs/342_backward_math___smart.integral__smart.multiply__smart.multiply.circled__smart.plus__smart.plus.001__smart.plu_r1.log
343,backward,math___smart.dblIntegral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,8,2.922,ok,290624,logs/343_backward_math___smart.dblIntegral__smart.multiply__smart.multiply.circled__smart.plus__smart.plus.001__smart._r1.log
344,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,8,2.931,ok,290624,logs/344_backward_math___smart.dblIntegral__smart.integral__smart.multiply.circled__smart.plus__smart.plus.001__smart._r1.log
345,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,8,2.907,ok,290624,logs/345_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.plus__smart.plus.001__smart.plus.cir_r1.log
346,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,8,2.897,ok,290624,logs/346_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus.001__sm_r1.log
347,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,8,2.905,ok,290624,logs/347_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus__smart._r1.log
348,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,8,3.045,ok,290624,logs/348_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus__smart._r1.log
349,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.quadrupleIntegral,1,1685,8,2.91,ok,290624,logs/349_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus__smart._r1.log
350,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001,1,1685,8,2.904,ok,290624,logs/350_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus__smart._r1.log
351,backward,math___smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,7,2.912,ok,290624,logs/351_backward_math___smart.integral__smart.multiply__smart.multiply.circled__smart.plus.001__smart.plus.circled__s_r1.log
352,backward,math___smart.dblIntegral+_smart.multiply+_smart.multiply.circled+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,7,2.896,ok,290624,logs/352_backward_math___smart.dblIntegral__smart.multiply__smart.multiply.circled__smart.plus.001__smart.plus.circled_r1.log
353,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply.circled+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,7,2.868,ok,290624,logs/353_backward_math___smart.dblIntegral__smart.integral__smart.multiply.circled__smart.plus.001__smart.plus.circled_r1.log
354,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,7,2.938,ok,290624,logs/354_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.plus.001__smart.plus.circled__smart._r1.log
355,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,7,2.784,ok,290624,logs/355_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus.circled_r1.log
356,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus.001+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,7,2.912,ok,290624,logs/356_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus.001__sm_r1.log
357,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus.001+_smart.plus.circled+_smart.quadrupleIntegral,1,1685,7,2.886,ok,290624,logs/357_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus.001__sm_r1.log
358,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001,1,1685,7,2.887,ok,290624,logs/358_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus.001__sm_r1.log
359,backward,math___smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,6,3.09,ok,290624,logs/359_backward_math___smart.integral__smart.multiply__smart.multiply.circled__smart.plus.circled__smart.plus.circle_r1.log
360,backward,math___smart.dblIntegral+_smart.multiply+_smart.multiply.circled+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,6,2.912,ok,290624,logs/360_backward_math___smart.dblIntegral__smart.multiply__smart.multiply.circled__smart.plus.circled__smart.plus.cir_r1.log
361,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply.circled+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,6,2.872,ok,290624,logs/361_backward_math___smart.dblIntegral__smart.integral__smart.multiply.circled__smart.plus.circled__smart.plus.cir_r1.log
362,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,6,2.888,ok,290624,logs/362_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.plus.circled__smart.plus.circled.001_r1.log
363,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,6,2.89,ok,290624,logs/363_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus.circled_r1.log
364,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus.circled+_smart.quadrupleIntegral,1,1685,6,2.887,ok,290624,logs/364_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus.circled_r1.log
365,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus.circled+_smart.plus.circled.001,1,1685,6,2.878,ok,290624,logs/365_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus.circled_r1.log
366,backward,math___smart.integral+_smart.multiply.circled+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,5,2.895,ok,290624,logs/366_backward_math___smart.integral__smart.multiply.circled__smart.plus.circled__smart.plus.circled.001__smart.qua_r1.log
367,backward,math___smart.dblIntegral+_smart.multiply.circled+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,5,2.882,ok,290624,logs/367_backward_math___smart.dblIntegral__smart.multiply.circled__smart.plus.circled__smart.plus.circled.001__smart._r1.log
368,backward,math___smart.dblIntegral+_smart.integral+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,5,2.936,ok,290624,logs/368_backward_math___smart.dblIntegral__smart.integral__smart.plus.circled__smart.plus.circled.001__smart.quadrupl_r1.log
369,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,5,2.962,ok,290624,logs/369_backward_math___smart.dblIntegral__smart.integral__smart.multiply.circled__smart.plus.circled.001__smart.quad_r1.log
370,checkpoint,no_smart_10,1,1685,0,2.914,ok,290624,logs/370_checkpoint_no_smart_10_r1.log
371,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply.circled+_smart.plus.circled+_smart.quadrupleIntegral,1,1685,5,2.891,ok,290624,logs/371_backward_math___smart.dblIntegral__smart.integral__smart.multiply.circled__smart.plus.circled__smart.quadrupl_r1.log
372,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply.circled+_smart.plus.circled+_smart.plus.circled.001,1,1685,5,2.9,ok,290624,logs/372_backward_math___smart.dblIntegral__smart.integral__smart.multiply.circled__smart.plus.circled__smart.plus.cir_r1.log
373,backward,math___smart.multiply.circled+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,4,2.889,ok,290624,logs/373_backward_math___smart.multiply.circled__smart.plus.circled__smart.plus.circled.001__smart.quadrupleIntegral_r1.log
374,backward,math___smart.dblIntegral+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,4,2.871,ok,290624,logs/374_backward_math___smart.dblIntegral__smart.plus.circled__smart.plus.circled.001__smart.quadrupleIntegral_r1.log
375,backward,math___smart.dblIntegral+_smart.multiply.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,4,2.884,ok,290624,logs/375_backward_math___smart.dblIntegral__smart.multiply.circled__smart.plus.circled.001__smart.quadrupleIntegral_r1.log
376,backward,math___smart.dblIntegral+_smart.multiply.circled+_smart.plus.circled+_smart.quadrupleIntegral,1,1685,4,2.938,ok,290624,logs/376_backward_math___smart.dblIntegral__smart.multiply.circled__smart.plus.circled__smart.quadrupleIntegral_r1.log
377,backward,math___smart.dblIntegral+_smart.multiply.circled+_smart.plus.circled+_smart.plus.circled.001,1,1685,4,2.913,ok,290624,logs/377_backward_math___smart.dblIntegral__smart.multiply.circled__smart.plus.circled__smart.plus.circled.001_r1.log
378,backward,math___smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,3,2.881,ok,290624,logs/378_backward_math___smart.plus.circled__smart.plus.circled.001__smart.quadrupleIntegral_r1.log
379,backward,math___smart.dblIntegral+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,3,2.875,ok,290624,logs/379_backward_math___smart.dblIntegral__smart.plus.circled.001__smart.quadrupleIntegral_r1.log
380,backward,math___smart.dblIntegral+_smart.plus.circled+_smart.quadrupleIntegral,1,1685,3,2.901,ok,290624,logs/380_backward_math___smart.dblIntegral__smart.plus.circled__smart.quadrupleIntegral_r1.log
381,backward,math___smart.dblIntegral+_smart.plus.circled+_smart.plus.circled.001,1,1685,3,2.876,ok,290624,logs/381_backward_math___smart.dblIntegral__smart.plus.circled__smart.plus.circled.001_r1.log
382,full_family,arrow___ArrowTab+_smart.Arrow.mid+_smart.ArrowHead+_smart.ArrowHead.top+_smart.DoubleArrow.mid+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1932,7,14.212,ok,445688,logs/382_full_family_arrow___ArrowTab__smart.Arrow.mid__smart.ArrowHead__smart.ArrowHead.top__smart.DoubleArrow.mid__smar_r1.log
383,full_family,arrow___ArrowTab+_smart.Arrow.mid+_smart.ArrowHead+_smart.ArrowHead.top+_smart.DoubleArrow.mid+_smart.FrombarArrow+_smart.VerticalArrow.mid,2,1932,7,14.183,ok,445688,logs/383_full_family_arrow___ArrowTab__smart.Arrow.mid__smart.ArrowHead__smart.ArrowHead.top__smart.DoubleArrow.mid__smar_r2.log
384,exhaustive,arrow___ArrowTab+_smart.ArrowHead.top+_smart.DoubleArrow.mid+_smart.FrombarArrow,1,1704,4,3.052,ok,290800,logs/384_exhaustive_arrow___ArrowTab__smart.ArrowHead.top__smart.DoubleArrow.mid__smart.FrombarArrow_r1.log
385,exhaustive,arrow___ArrowTab+_smart.Arrow.mid+_smart.DoubleArrow.mid,1,1746,3,3.53,ok,295960,logs/385_exhaustive_arrow___ArrowTab__smart.Arrow.mid__smart.DoubleArrow.mid_r1.log
386,exhaustive,arrow___ArrowTab+_smart.Arrow.mid,1,1733,2,3.532,ok,295800,logs/386_exhaustive_arrow___ArrowTab__smart.Arrow.mid_r1.log
387,exhaustive,arrow___smart.Arrow.mid+_smart.ArrowHead.top+_smart.DoubleArrow.mid+_smart.VerticalArrow.mid,1,1789,4,5.53,ok,319308,logs/387_exhaustive_arrow___smart.Arrow.mid__smart.ArrowHead.top__smart.DoubleArrow.mid__smart.VerticalArrow.mid_r1.log
388,exhaustive,arrow___ArrowTab+_smart.ArrowHead+_smart.ArrowHead.top+_smart.DoubleArrow.mid+_smart.FrombarArrow,1,1730,5,4.722,ok,323900,logs/388_exhaustive_arrow___ArrowTab__smart.ArrowHead__smart.ArrowHead.top__smart.DoubleArrow.mid__smart.FrombarArrow_r1.log
389,exhaustive,arrow___smart.ArrowHead.top+_smart.FrombarArrow,1,1687,2,2.957,ok,290624,logs/389_exhaustive_arrow___smart.ArrowHead.top__smart.FrombarArrow_r1.log
390,exhaustive,arrow___ArrowTab+_smart.Arrow.mid+_smart.ArrowHead.top+_smart.DoubleArrow.mid+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1834,6,6.349,ok,326580,logs/390_exhaustive_arrow___ArrowTab__smart.Arrow.mid__smart.ArrowHead.top__smart.DoubleArrow.mid__smart.FrombarArrow__s_r1.log
391,exhaustive,arrow___smart.ArrowHead.top,1,1687,1,2.932,ok,290624,logs/391_exhaustive_arrow___smart.ArrowHead.top_r1.log
392,exhaustive,arrow___ArrowTab+_smart.Arrow.mid+_smart.ArrowHead.top+_smart.FrombarArrow,1,1803,4,6.239,ok,326424,logs/392_exhaustive_arrow___ArrowTab__smart.Arrow.mid__smart.ArrowHead.top__smart.FrombarArrow_r1.log
393,exhaustive,arrow___smart.ArrowHead.top+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1689,3,2.942,ok,290624,logs/393_exhaustive_arrow___smart.ArrowHead.top__smart.FrombarArrow__smart.VerticalArrow.mid_r1.log
394,exhaustive,arrow___ArrowTab+_smart.Arrow.mid+_smart.ArrowHead+_smart.DoubleArrow.mid,1,1746,4,3.494,ok,295960,logs/394_exhaustive_arrow___ArrowTab__smart.Arrow.mid__smart.ArrowHead__smart.DoubleArrow.mid_r1.log
395,exhaustive,arrow___ArrowTab+_smart.ArrowHead.top+_smart.FrombarArrow,1,1691,3,3.051,ok,290624,logs/395_exhaustive_arrow___ArrowTab__smart.ArrowHead.top__smart.FrombarArrow_r1.log
396,exhaustive,arrow___smart.Arrow.mid+_smart.ArrowHead.top+_smart.VerticalArrow.mid,1,1782,3,5.519,ok,319152,logs/396_exhaustive_arrow___smart.Arrow.mid__smart.ArrowHead.top__smart.VerticalArrow.mid_r1.log
397,exhaustive,arrow___smart.Arrow.mid+_smart.ArrowHead,1,1723,2,3.417,ok,295800,logs/397_exhaustive_arrow___smart.Arrow.mid__smart.ArrowHead_r1.log
398,exhaustive,arrow___ArrowTab+_smart.Arrow.mid+_smart.ArrowHead+_smart.FrombarArrow,1,1738,4,3.523,ok,295800,logs/398_exhaustive_arrow___ArrowTab__smart.Arrow.mid__smart.ArrowHead__smart.FrombarArrow_r1.log
399,exhaustive,arrow___smart.Arrow.mid+_smart.FrombarArrow,1,1723,2,3.437,ok,295800,logs/399_exhaustive_arrow___smart.Arrow.mid__smart.FrombarArrow_r1.log
400,exhaustive,arrow___ArrowTab+_smart.Arrow.mid+_smart.ArrowHead.top+_smart.VerticalArrow.mid,1,1808,4,5.783,ok,323028,logs/400_exhaustive_arrow___ArrowTab__smart.Arrow.mid__smart.ArrowHead.top__smart.VerticalArrow.mid_r1.log
401,exhaustive,arrow___ArrowTab+_smart.ArrowHead+_smart.VerticalArrow.mid,1,1691,3,2.912,ok,290624,logs/401_exhaustive_arrow___ArrowTab__smart.ArrowHead__smart.VerticalArrow.mid_r1.log
402,exhaustive,arrow___smart.Arrow.mid+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1725,3,3.385,ok,295800,logs/402_exhaustive_arrow___smart.Arrow.mid__smart.FrombarArrow__smart.VerticalArrow.mid_r1.log
403,exhaustive,arrow___ArrowTab+_smart.ArrowHead+_smart.ArrowHead.top+_smart.DoubleArrow.mid+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1732,6,4.74,ok,323900,logs/403_exhaustive_arrow___ArrowTab__smart.ArrowHead__smart.ArrowHead.top__smart.DoubleArrow.mid__smart.FrombarArrow__s_r1.log
404,exhaustive,arrow___ArrowTab+_smart.ArrowHead.top+_smart.DoubleArrow.mid,1,1704,3,3.018,ok,290800,logs/404_exhaustive_arrow___ArrowTab__smart.ArrowHead.top__smart.DoubleArrow.mid_r1.log
405,exhaustive,arrow___ArrowTab+_smart.DoubleArrow.mid+_smart.VerticalArrow.mid,1,1704,3,2.979,ok,290800,logs/405_exhaustive_arrow___ArrowTab__smart.DoubleArrow.mid__smart.VerticalArrow.mid_r1.log
406,exhaustive,arrow___ArrowTab+_smart.ArrowHead.top+_smart.DoubleArrow.mid+_smart.VerticalArrow.mid,1,1706,4,3.061,ok,290800,logs/406_exhaustive_arrow___ArrowTab__smart.ArrowHead.top__smart.DoubleArrow.mid__smart.VerticalArrow.mid_r1.log
407,exhaustive,arrow___smart.Arrow.mid+_smart.DoubleArrow.mid+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1732,4,3.473,ok,295960,logs/407_exhaustive_arrow___smart.Arrow.mid__smart.DoubleArrow.mid__smart.FrombarArrow__smart.VerticalArrow.mid_r1.log
408,exhaustive,arrow___ArrowTab+_smart.Arrow.mid+_smart.FrombarArrow,1,1738,3,3.489,ok,295800,logs/408_exhaustive_arrow___ArrowTab__smart.Arrow.mid__smart.FrombarArrow_r1.log
409,exhaustive,arrow___smart.ArrowHead+_smart.ArrowHead.top+_smart.DoubleArrow.mid+_smart.FrombarArrow,1,1710,4,3.707,ok,306348,logs/409_exhaustive_arrow___smart.ArrowHead__smart.ArrowHead.top__smart.DoubleArrow.mid__smart.FrombarArrow_r1.log
410,exhaustive,arrow___ArrowTab+_smart.Arrow.mid+_smart.DoubleArrow.mid+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1753,5,3.555,ok,295960,logs/410_exhaustive_arrow___ArrowTab__smart.Arrow.mid__smart.DoubleArrow.mid__smart.FrombarArrow__smart.VerticalArrow.mi_r1.log
411,checkpoint,no_smart_11,1,1685,0,2.879,ok,290624,logs/411_checkpoint_no_smart_11_r1.log
412,exhaustive,arrow___smart.DoubleArrow.mid,1,1692,1,2.919,ok,290800,logs/412_exhaustive_arrow___smart.DoubleArrow.mid_r1.log
413,exhaustive,arrow___ArrowTab+_smart.Arrow.mid+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1740,4,3.562,ok,295800,logs/413_exhaustive_arrow___ArrowTab__smart.Arrow.mid__smart.FrombarArrow__smart.VerticalArrow.mid_r1.log
414,exhaustive,arrow___smart.VerticalArrow.mid,1,1687,1,2.918,ok,290624,logs/414_exhaustive_arrow___smart.VerticalArrow.mid_r1.log
415,exhaustive,arrow___smart.Arrow.mid+_smart.ArrowHead.top+_smart.DoubleArrow.mid,1,1779,3,5.533,ok,319308,logs/415_exhaustive_arrow___smart.Arrow.mid__smart.ArrowHead.top__smart.DoubleArrow.mid_r1.log
416,exhaustive,arrow___smart.Arrow.mid+_smart.DoubleArrow.mid,1,1730,2,3.431,ok,295960,logs/416_exhaustive_arrow___smart.Arrow.mid__smart.DoubleArrow.mid_r1.log
417,exhaustive,arrow___smart.FrombarArrow+_smart.VerticalArrow.mid,1,1687,2,2.899,ok,290624,logs/417_exhaustive_arrow___smart.FrombarArrow__smart.VerticalArrow.mid_r1.log
418,exhaustive,arrow___ArrowTab+_smart.ArrowHead,1,1689,2,2.909,ok,290624,logs/418_exhaustive_arrow___ArrowTab__smart.ArrowHead_r1.log
419,exhaustive,arrow___smart.ArrowHead+_smart.DoubleArrow.mid+_smart.VerticalArrow.mid,1,1694,3,2.947,ok,290800,logs/419_exhaustive_arrow___smart.ArrowHead__smart.DoubleArrow.mid__smart.VerticalArrow.mid_r1.log
420,exhaustive,arrow___smart.ArrowHead+_smart.DoubleArrow.mid,1,1692,2,2.926,ok,290800,logs/420_exhaustive_arrow___smart.ArrowHead__smart.DoubleArrow.mid_r1.log
421,exhaustive,arrow___smart.ArrowHead+_smart.ArrowHead.top+_smart.FrombarArrow,1,1694,3,3.355,ok,293300,logs/421_exhaustive_arrow___smart.ArrowHead__smart.ArrowHead.top__smart.FrombarArrow_r1.log
422,exhaustive,arrow___ArrowTab+_smart.ArrowHead+_smart.FrombarArrow,1,1689,3,2.904,ok,290624,logs/422_exhaustive_arrow___ArrowTab__smart.ArrowHead__smart.FrombarArrow_r1.log
423,exhaustive,arrow___ArrowTab+_smart.DoubleArrow.mid,1,1702,2,2.968,ok,290800,logs/423_exhaustive_arrow___ArrowTab__smart.DoubleArrow.mid_r1.log
424,exhaustive,arrow___smart.ArrowHead+_smart.ArrowHead.top,1,1694,2,3.339,ok,293300,logs/424_exhaustive_arrow___smart.ArrowHead__smart.ArrowHead.top_r1.log
425,exhaustive,arrow___smart.Arrow.mid+_smart.DoubleArrow.mid+_smart.FrombarArrow,1,1730,3,3.458,ok,295960,logs/425_exhaustive_arrow___smart.Arrow.mid__smart.DoubleArrow.mid__smart.FrombarArrow_r1.log
426,exhaustive,arrow___ArrowTab+_smart.ArrowHead.top+_smart.DoubleArrow.mid+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1706,5,3.073,ok,290800,logs/426_exhaustive_arrow___ArrowTab__smart.ArrowHead.top__smart.DoubleArrow.mid__smart.FrombarArrow__smart.VerticalArro_r1.log
427,exhaustive,arrow___smart.Arrow.mid+_smart.ArrowHead+_smart.ArrowHead.top+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1823,5,7.942,ok,352732,logs/427_exhaustive_arrow___smart.Arrow.mid__smart.ArrowHead__smart.ArrowHead.top__smart.FrombarArrow__smart.VerticalArr_r1.log
428,exhaustive,arrow___smart.Arrow.mid+_smart.ArrowHead.top+_smart.FrombarArrow,1,1772,3,5.425,ok,319152,logs/428_exhaustive_arrow___smart.Arrow.mid__smart.ArrowHead.top__smart.FrombarArrow_r1.log
429,exhaustive,arrow___smart.Arrow.mid+_smart.ArrowHead+_smart.ArrowHead.top+_smart.DoubleArrow.mid,1,1825,4,8.02,ok,365728,logs/429_exhaustive_arrow___smart.Arrow.mid__smart.ArrowHead__smart.ArrowHead.top__smart.DoubleArrow.mid_r1.log
430,exhaustive,arrow___smart.ArrowHead+_smart.VerticalArrow.mid,1,1687,2,2.867,ok,290624,logs/430_exhaustive_arrow___smart.ArrowHead__smart.VerticalArrow.mid_r1.log
431,exhaustive,arrow___ArrowTab+_smart.Arrow.mid+_smart.DoubleArrow.mid+_smart.FrombarArrow,1,1751,4,3.543,ok,295960,logs/431_exhaustive_arrow___ArrowTab__smart.Arrow.mid__smart.DoubleArrow.mid__smart.FrombarArrow_r1.log
432,exhaustive,arrow___ArrowTab+_smart.ArrowHead+_smart.DoubleArrow.mid,1,1702,3,2.946,ok,290800,logs/432_exhaustive_arrow___ArrowTab__smart.ArrowHead__smart.DoubleArrow.mid_r1.log
433,exhaustive,arrow___smart.Arrow.mid+_smart.ArrowHead+_smart.DoubleArrow.mid+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1732,5,3.418,ok,295960,logs/433_exhaustive_arrow___smart.Arrow.mid__smart.ArrowHead__smart.DoubleArrow.mid__smart.FrombarArrow__smart.VerticalA_r1.log
434,exhaustive,arrow___ArrowTab+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1691,3,2.897,ok,290624,logs/434_exhaustive_arrow___ArrowTab__smart.FrombarArrow__smart.VerticalArrow.mid_r1.log
435,exhaustive,arrow___ArrowTab+_smart.ArrowHead+_smart.DoubleArrow.mid+_smart.FrombarArrow,1,1702,4,2.956,ok,290800,logs/435_exhaustive_arrow___ArrowTab__smart.ArrowHead__smart.DoubleArrow.mid__smart.FrombarArrow_r1.log
436,exhaustive,arrow___ArrowTab,1,1689,1,2.903,ok,290624,logs/436_exhaustive_arrow___ArrowTab_r1.log
437,exhaustive,arrow___smart.ArrowHead+_smart.ArrowHead.top+_smart.VerticalArrow.mid,1,1696,3,4.429,ok,293300,logs/437_exhaustive_arrow___smart.ArrowHead__smart.ArrowHead.top__smart.VerticalArrow.mid_r1.log
438,exhaustive,arrow___ArrowTab+_smart.DoubleArrow.mid+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1704,4,3.498,ok,290800,logs/438_exhaustive_arrow___ArrowTab__smart.DoubleArrow.mid__smart.FrombarArrow__smart.VerticalArrow.mid_r1.log
439,exhaustive,arrow___ArrowTab+_smart.Arrow.mid+_smart.ArrowHead.top+_smart.FrombarArrow+_smart.VerticalArrow.mid,1,1821,5,7.69,ok,326424,logs/439_exhaustive_arrow___ArrowTab__smart.Arrow.mid__smart.ArrowHead.top__smart.FrombarArrow__smart.VerticalArrow.mid_r1.log
440,exhaustive,arrow___smart.Arrow.mid+_smart.ArrowHead+_smart.DoubleArrow.mid,1,1730,3,3.621,ok,295960,logs/440_exhaustive_arrow___smart.Arrow.mid__smart.ArrowHead__smart.DoubleArrow.mid_r1.log
